"Sequence Name","coded_by"
"XP_020915772","XM_021060113.1:90..1952"
"XP_020915771","XM_021060112.1:69..3422"
"XP_020915770","XM_021060111.1:38..5812"
"XP_020915769","XM_021060110.1:1..2142"
"XP_020915768","XM_021060109.1:1..804"
"XP_020915767","XM_021060108.1:36..>980"
"XP_020915765","XM_021060106.1:1..804"
"XP_020915764","XM_021060105.1:1..681"
"XP_020915763","XM_021060104.1:110..931"
"XP_020915762","XM_021060103.1:1..642"
"XP_020915761","XM_021060102.1:1..975"
"XP_020915760","XM_021060101.1:1..984"
"XP_020915758","XM_021060099.1:1..1506"
"XP_020915757","XM_021060098.1:1..1380"
"XP_020915759","XM_021060100.1:448..1548"
"XP_020915766","XM_021060107.1:544..1644"
"XP_020915773","XM_021060114.1:456..1556"
"XP_020915756","XM_021060097.1:115..882"
"XP_020915755","XM_021060096.1:54..1892"
"XP_020915754","XM_021060095.1:1..>2082"
"XP_020915753","XM_021060094.1:32..2410"
"XP_020915752","XM_021060093.1:1..1584"
"XP_020915751","XM_021060092.1:132..755"
"XP_020915750","XM_021060091.1:65..1054"
"XP_020915748","XM_021060089.1:38..1027"
"XP_020915747","XM_021060088.1:6..1166"
"XP_020915746","XM_021060087.1:91..396"
"XP_020915749","XM_021060090.1:1..573"
"XP_020915745","XM_021060086.1:44..487"
"XP_020915744","XM_021060085.1:320..898"
"XP_020915743","XM_021060084.1:259..2004"
"XP_020915742","XM_021060083.1:28..3156"
"XP_020915740","XM_021060081.1:123..1427"
"XP_020915741","XM_021060082.1:123..1418"
"XP_020915739","XM_021060080.1:84..524"
"XP_020915737","XM_021060078.1:36..1532"
"XP_020915735","XM_021060076.1:222..1325"
"XP_020915736","XM_021060077.1:222..1169"
"XP_020915733","XM_021060074.1:47..1249"
"XP_020915732","XM_021060073.1:174..4592"
"XP_020915731","XM_021060072.1:1..1962"
"XP_020915729","XM_021060070.1:148..825"
"XP_020915728","XM_021060069.1:1..945"
"XP_020915727","XM_021060068.1:1..708"
"XP_020915738","XM_021060079.1:113..658"
"XP_020915730","XM_021060071.1:115..726"
"XP_020915726","XM_021060067.1:219..>1126"
"XP_020915725","XM_021060066.1:1..1062"
"XP_020915724","XM_021060065.1:38..322"
"XP_020915723","XM_021060064.1:10..1119"
"XP_020915722","XM_021060063.1:65..667"
"XP_020915721","XM_021060062.1:120..1139"
"XP_020915720","XM_021060061.1:77..1069"
"XP_020915719","XM_021060060.1:53..1105"
"XP_020915718","XM_021060059.1:61..996"
"XP_020915717","XM_021060058.1:133..828"
"XP_020915716","XM_021060057.1:1..720"
"XP_020915715","XM_021060056.1:1..3309"
"XP_020915714","XM_021060055.1:152..2713"
"XP_020915713","XM_021060054.1:42..>806"
"XP_020915712","XM_021060053.1:47..1402"
"XP_020915711","XM_021060052.1:1..438"
"XP_020915710","XM_021060051.1:119..1147"
"XP_020915709","XM_021060050.1:1..1086"
"XP_020915707","XM_021060048.1:1..1026"
"XP_020915706","XM_021060047.1:124..1425"
"XP_020915705","XM_021060046.1:75..950"
"XP_020915708","XM_021060049.1:47..355"
"XP_020915704","XM_021060045.1:1..1800"
"XP_020915703","XM_021060044.1:118..>2554"
"XP_020915702","XM_021060043.1:60..1277"
"XP_020915701","XM_021060042.1:26..880"
"XP_020915700","XM_021060041.1:24..1028"
"XP_020915699","XM_021060040.1:26..589"
"XP_020915698","XM_021060039.1:60..4499"
"XP_020915696","XM_021060037.1:18..1220"
"XP_020915695","XM_021060036.1:3..1235"
"XP_020915693","XM_021060034.1:1533..2681"
"XP_020915694","XM_021060035.1:933..1943"
"XP_020915692","XM_021060033.1:1..1041"
"XP_020915691","XM_021060032.1:95..1594"
"XP_020915689","XM_021060030.1:28..1671"
"XP_020915687","XM_021060028.1:116..1882"
"XP_020915688","XM_021060029.1:116..1870"
"XP_020915686","XM_021060027.1:333..4895"
"XP_020915697","XM_021060038.1:53..418"
"XP_020915690","XM_021060031.1:1..369"
"XP_020915684","XM_021060025.1:117..1490"
"XP_020915685","XM_021060026.1:117..1367"
"XP_020915683","XM_021060024.1:114..1262"
"XP_020915681","XM_021060022.1:391..2568"
"XP_020915682","XM_021060023.1:171..2348"
"XP_020915680","XM_021060021.1:138..5183"
"XP_020915679","XM_021060020.1:127..603"
"XP_020915677","XM_021060018.1:73..1479"
"XP_020915676","XM_021060017.1:40..1338"
"XP_020915675","XM_021060016.1:17..>468"
"XP_020915678","XM_021060019.1:18..434"
"XP_020915674","XM_021060015.1:62..538"
"XP_020915673","XM_021060014.1:144..1424"
"XP_020915671","XM_021060012.1:378..3272"
"XP_020915672","XM_021060013.1:277..3171"
"XP_020915670","XM_021060011.1:1..849"
"XP_020915669","XM_021060010.1:56..1231"
"XP_020915668","XM_021060009.1:68..856"
"XP_020915666","XM_021060007.1:53..1102"
"XP_020915665","XM_021060006.1:338..718"
"XP_020915663","XM_021060004.1:103..645"
"XP_020915664","XM_021060005.1:177..665"
"XP_020915667","XM_021060008.1:42..926"
"XP_020915661","XM_021060002.1:311..2071"
"XP_020915660","XM_021060001.1:98..394"
"XP_020915658","XM_021059999.1:188..853"
"XP_020915659","XM_021060000.1:188..781"
"XP_020915657","XM_021059998.1:100..1044"
"XP_020915656","XM_021059997.1:244..876"
"XP_020915654","XM_021059995.1:5..817"
"XP_020915653","XM_021059994.1:879..7226"
"XP_020915655","XM_021059996.1:84..983"
"XP_020915652","XM_021059993.1:1..957"
"XP_020915651","XM_021059992.1:1..>1548"
"XP_020915650","XM_021059991.1:1..1338"
"XP_020915649","XM_021059990.1:1..3903"
"XP_020915648","XM_021059989.1:1..1725"
"XP_020915645","XM_021059986.1:134..1489"
"XP_020915646","XM_021059987.1:134..1489"
"XP_020915647","XM_021059988.1:22..945"
"XP_020915644","XM_021059985.1:14..>395"
"XP_020915643","XM_021059984.1:<1..617"
"XP_020915642","XM_021059983.1:160..717"
"XP_020915640","XM_021059981.1:1144..1974"
"XP_020915641","XM_021059982.1:382..1212"
"XP_020915638","XM_021059979.1:152..1612"
"XP_020915637","XM_021059978.1:25..1923"
"XP_020915636","XM_021059977.1:349..5790"
"XP_020915639","XM_021059980.1:1340..2266"
"XP_020915635","XM_021059976.1:117..683"
"XP_020915634","XM_021059975.1:127..714"
"XP_020915633","XM_021059974.1:376..2523"
"XP_020915632","XM_021059973.1:128..9403"
"XP_020915631","XM_021059972.1:1..1551"
"XP_020915630","XM_021059971.1:415..801"
"XP_020915629","XM_021059970.1:1..1551"
"XP_020915627","XM_021059968.1:415..801"
"XP_020915626","XM_021059967.1:135..1235"
"XP_020915625","XM_021059966.1:173..595"
"XP_020915628","XM_021059969.1:170..1096"
"XP_020915624","XM_021059965.1:153..1268"
"XP_020915623","XM_021059964.1:8..328"
"XP_020915622","XM_021059963.1:70..531"
"XP_020915621","XM_021059962.1:16..558"
"XP_020915620","XM_021059961.1:540..1331"
"XP_020915619","XM_021059960.1:189..995"
"XP_020915618","XM_021059959.1:49..873"
"XP_020915616","XM_021059957.1:198..1124"
"XP_020915615","XM_021059956.1:156..1148"
"XP_020915614","XM_021059955.1:179..1282"
"XP_020915617","XM_021059958.1:350..1351"
"XP_020915612","XM_021059953.1:90..1643"
"XP_020915613","XM_021059954.1:233..1786"
"XP_020915611","XM_021059952.1:13..1641"
"XP_020915610","XM_021059951.1:117..2369"
"XP_020915608","XM_021059949.1:127..1149"
"XP_020915609","XM_021059950.1:14..907"
"XP_020915607","XM_021059948.1:109..1008"
"XP_020915606","XM_021059947.1:245..2206"
"XP_020915604","XM_021059945.1:99..3674"
"XP_020915603","XM_021059944.1:199..1713"
"XP_020915602","XM_021059943.1:188..1867"
"XP_020915605","XM_021059946.1:458..1492"
"XP_020915601","XM_021059942.1:3..425"
"XP_020915600","XM_021059941.1:65..1852"
"XP_020915599","XM_021059940.1:<1..2256"
"XP_020915598","XM_021059939.1:7..399"
"XP_020915596","XM_021059937.1:91..918"
"XP_020915597","XM_021059938.1:633..1460"
"XP_020915592","XM_021059933.1:151..1167"
"XP_020915590","XM_021059931.1:670..2184"
"XP_020915591","XM_021059932.1:736..2250"
"XP_020915589","XM_021059930.1:42..1313"
"XP_020915595","XM_021059936.1:14..1063"
"XP_020915588","XM_021059929.1:1847..3031"
"XP_020915587","XM_021059928.1:215..796"
"XP_020915586","XM_021059927.1:988..1920"
"XP_020915585","XM_021059926.1:25..1161"
"XP_020915584","XM_021059925.1:23..1222"
"XP_020915582","XM_021059923.1:151..2325"
"XP_020915583","XM_021059924.1:151..2319"
"XP_020915580","XM_021059921.1:124..1452"
"XP_020915579","XM_021059920.1:177..1061"
"XP_020915578","XM_021059919.1:177..1064"
"XP_020915581","XM_021059922.1:4..1179"
"XP_020915577","XM_021059918.1:226..2385"
"XP_020915576","XM_021059917.1:145..1290"
"XP_020915575","XM_021059916.1:202..738"
"XP_020915574","XM_021059915.1:82..846"
"XP_020915573","XM_021059914.1:9..692"
"XP_020915569","XM_021059910.1:131..1105"
"XP_020915571","XM_021059912.1:131..1105"
"XP_020915572","XM_021059913.1:131..1105"
"XP_020915567","XM_021059908.1:16..426"
"XP_020915568","XM_021059909.1:16..369"
"XP_020915570","XM_021059911.1:20..1219"
"XP_020915566","XM_021059907.1:143..2467"
"XP_020915564","XM_021059905.1:1850..2485"
"XP_020915565","XM_021059906.1:629..1264"
"XP_020915563","XM_021059904.1:72..713"
"XP_020915562","XM_021059903.1:124..954"
"XP_020915560","XM_021059901.1:50..1408"
"XP_020915561","XM_021059902.1:128..1423"
"XP_020915559","XM_021059900.1:<1..567"
"XP_020915557","XM_021059898.1:100..501"
"XP_020915556","XM_021059897.1:4..4734"
"XP_020915555","XM_021059896.1:71..958"
"XP_020915558","XM_021059899.1:5..>1277"
"XP_020915554","XM_021059895.1:214..1317"
"XP_020915553","XM_021059894.1:143..2428"
"XP_020915552","XM_021059893.1:123..947"
"XP_020915551","XM_021059892.1:55..1452"
"XP_020915550","XM_021059891.1:350..964"
"XP_020915549","XM_021059890.1:5..2731"
"XP_020915548","XM_021059889.1:5..2731"
"XP_020915547","XM_021059888.1:5..2734"
"XP_020915545","XM_021059886.1:43..1785"
"XP_020915544","XM_021059885.1:47..2920"
"XP_020915546","XM_021059887.1:43..1398"
"XP_020915542","XM_021059883.1:128..2002"
"XP_020915543","XM_021059884.1:128..1999"
"XP_020915541","XM_021059882.1:3588..4214"
"XP_020915540","XM_021059881.1:88..2541"
"XP_020915538","XM_021059879.1:90..695"
"XP_020915539","XM_021059880.1:92..697"
"XP_020915537","XM_021059878.1:23..790"
"XP_020915536","XM_021059877.1:82..1284"
"XP_020915534","XM_021059875.1:124..1401"
"XP_020915533","XM_021059874.1:124..1401"
"XP_020915532","XM_021059873.1:112..1389"
"XP_020915535","XM_021059876.1:154..1566"
"XP_020915531","XM_021059872.1:144..1697"
"XP_020915530","XM_021059871.1:144..1700"
"XP_020915529","XM_021059870.1:62..1276"
"XP_020915528","XM_021059869.1:58..477"
"XP_020915527","XM_021059868.1:26..1735"
"XP_020915525","XM_021059866.1:195..1190"
"XP_020915526","XM_021059867.1:168..1163"
"XP_020915524","XM_021059865.1:29..1276"
"XP_020915522","XM_021059863.1:179..1486"
"XP_020915521","XM_021059862.1:29..1534"
"XP_020915520","XM_021059861.1:107..4024"
"XP_020915523","XM_021059864.1:193..4281"
"XP_020915519","XM_021059860.1:117..791"
"XP_020915518","XM_021059859.1:16..864"
"XP_020915517","XM_021059858.1:237..1130"
"XP_020915514","XM_021059855.1:721..1713"
"XP_020915516","XM_021059857.1:722..1711"
"XP_020915513","XM_021059854.1:63..701"
"XP_020915512","XM_021059853.1:66..692"
"XP_020915511","XM_021059852.1:1..1023"
"XP_020915509","XM_021059850.1:57..1262"
"XP_020915508","XM_021059849.1:1..1095"
"XP_020915510","XM_021059851.1:245..4675"
"XP_020915507","XM_021059848.1:1..1614"
"XP_020915506","XM_021059847.1:137..2269"
"XP_020915505","XM_021059846.1:1..1095"
"XP_020915504","XM_021059845.1:204..2804"
"XP_020915503","XM_021059844.1:67..636"
"XP_020915502","XM_021059843.1:1..1248"
"XP_020915501","XM_021059842.1:62..1753"
"XP_020915499","XM_021059840.1:1..492"
"XP_020915498","XM_021059839.1:297..1469"
"XP_020915497","XM_021059838.1:1..546"
"XP_020915500","XM_021059841.1:93..1439"
"XP_020915496","XM_021059837.1:1..1101"
"XP_020915495","XM_021059836.1:1..1071"
"XP_020915494","XM_021059835.1:202..>546"
"XP_020915493","XM_021059834.1:34..516"
"XP_020915492","XM_021059833.1:1..579"
"XP_020915491","XM_021059832.1:94..4959"
"XP_020915490","XM_021059831.1:1..2190"
"XP_020915489","XM_021059830.1:1..1584"
"XP_020915488","XM_021059829.1:1..639"
"XP_020915487","XM_021059828.1:4..339"
"XP_020915486","XM_021059827.1:9..1091"
"XP_020915485","XM_021059826.1:135..1103"
"XP_020915484","XM_021059825.1:414..1055"
"XP_020915483","XM_021059824.1:1..1260"
"XP_020915482","XM_021059823.1:1..420"
"XP_020915515","XM_021059856.1:1247..2347"
"XP_020915594","XM_021059935.1:800..1900"
"XP_020915662","XM_021060003.1:844..1944"
"XP_020915734","XM_021060075.1:83..1183"
"XP_020915480","XM_021059821.1:79..432"
"XP_020915479","XM_021059820.1:456..>4361"
"XP_020915478","XM_021059819.1:1..>368"
"XP_020915481","XM_021059822.1:779..2770"
"XP_020915477","XM_021059818.1:1..1023"
"XP_020915476","XM_021059817.1:50..562"
"XP_020915475","XM_021059816.1:263..1156"
"XP_020915473","XM_021059814.1:1..1092"
"XP_020915472","XM_021059813.1:193..>2247"
"XP_020915471","XM_021059812.1:108..635"
"XP_020915474","XM_021059815.1:202..1269"
"XP_020915469","XM_021059810.1:344..934"
"XP_020915470","XM_021059811.1:87..644"
"XP_020915468","XM_021059809.1:107..850"
"XP_020915467","XM_021059808.1:109..390"
"XP_020915465","XM_021059806.1:357..4490"
"XP_020915466","XM_021059807.1:357..4415"
"XP_020915463","XM_021059804.1:232..915"
"XP_020915462","XM_021059803.1:1..783"
"XP_020915461","XM_021059802.1:1..1548"
"XP_020915464","XM_021059805.1:1..3648"
"XP_020915460","XM_021059801.1:1..957"
"XP_020915459","XM_021059800.1:1..1236"
"XP_020915458","XM_021059799.1:1..966"
"XP_020915457","XM_021059798.1:1..1041"
"XP_020915456","XM_021059797.1:1..1062"
"XP_020915455","XM_021059796.1:1..1062"
"XP_020915454","XM_021059795.1:1..2490"
"XP_020915452","XM_021059793.1:1..>1839"
"XP_020915451","XM_021059792.1:1..2112"
"XP_020915450","XM_021059791.1:1..2835"
"XP_020915453","XM_021059794.1:99..1766"
"XP_020915449","XM_021059790.1:1..1089"
"XP_020915448","XM_021059789.1:53..1105"
"XP_020915447","XM_021059788.1:135..2804"
"XP_020915446","XM_021059787.1:1..5937"
"XP_020915445","XM_021059786.1:1..1095"
"XP_020915443","XM_021059784.1:18..1655"
"XP_020915441","XM_021059782.1:298..3771"
"XP_020915442","XM_021059783.1:253..3726"
"XP_020915440","XM_021059781.1:354..4037"
"XP_020915439","XM_021059780.1:41..412"
"XP_020915438","XM_021059779.1:489..1025"
"XP_020915436","XM_021059777.1:1..606"
"XP_020915435","XM_021059776.1:125..1210"
"XP_020915444","XM_021059785.1:35..1111"
"XP_020915437","XM_021059778.1:35..1129"
"XP_020915433","XM_021059774.1:27..431"
"XP_020915434","XM_021059775.1:27..377"
"XP_020915432","XM_021059773.1:27..467"
"XP_020915427","XM_021059768.1:92..874"
"XP_020915428","XM_021059769.1:665..1447"
"XP_020915429","XM_021059770.1:652..1434"
"XP_020915430","XM_021059771.1:550..1332"
"XP_020915431","XM_021059772.1:57..800"
"XP_020915426","XM_021059767.1:406..1455"
"XP_020915425","XM_021059766.1:91..1563"
"XP_020915423","XM_021059764.1:14..844"
"XP_020915422","XM_021059763.1:343..3786"
"XP_020915424","XM_021059765.1:49..1716"
"XP_020915420","XM_021059761.1:146..2836"
"XP_020915421","XM_021059762.1:104..2794"
"XP_020915419","XM_021059760.1:38..559"
"XP_020915418","XM_021059759.1:57..581"
"XP_020915417","XM_021059758.1:159..2669"
"XP_020915416","XM_021059757.1:87..905"
"XP_020915414","XM_021059755.1:16..1926"
"XP_020915411","XM_021059752.1:16..2121"
"XP_020915410","XM_021059751.1:16..2175"
"XP_020915415","XM_021059756.1:111..1955"
"XP_020915409","XM_021059750.1:<1..377"
"XP_020915408","XM_021059749.1:1..1398"
"XP_020915413","XM_021059754.1:38..2041"
"XP_020915407","XM_021059748.1:42..1355"
"XP_020915406","XM_021059747.1:125..955"
"XP_020915405","XM_021059746.1:<1..837"
"XP_020915404","XM_021059745.1:1..657"
"XP_020915403","XM_021059744.1:90..>926"
"XP_020915402","XM_021059743.1:1..753"
"XP_020915401","XM_021059742.1:65..871"
"XP_020915399","XM_021059740.1:58..>851"
"XP_020915398","XM_021059739.1:6..443"
"XP_020915397","XM_021059738.1:1..999"
"XP_020915396","XM_021059737.1:1..1149"
"XP_020915395","XM_021059736.1:397..>1561"
"XP_020915394","XM_021059735.1:1..1353"
"XP_020915392","XM_021059733.1:1..1077"
"XP_020915391","XM_021059732.1:<1..6817"
"XP_020915400","XM_021059741.1:161..2209"
"XP_020915393","XM_021059734.1:161..2278"
"XP_020915390","XM_021059731.1:1..771"
"XP_020915389","XM_021059730.1:1..1317"
"XP_020915388","XM_021059729.1:79..585"
"XP_020915387","XM_021059728.1:8..592"
"XP_020915385","XM_021059726.1:228..1301"
"XP_020915386","XM_021059727.1:189..1262"
"XP_020915384","XM_021059725.1:6..512"
"XP_020915383","XM_021059724.1:88..831"
"XP_020915382","XM_021059723.1:1..516"
"XP_020915381","XM_021059722.1:786..1697"
"XP_020915380","XM_021059721.1:1..1623"
"XP_020915379","XM_021059720.1:1..939"
"XP_020915377","XM_021059718.1:1..678"
"XP_020915376","XM_021059717.1:1..2985"
"XP_020915378","XM_021059719.1:227..658"
"XP_020915375","XM_021059716.1:1..657"
"XP_020915374","XM_021059715.1:104..1015"
"XP_020915373","XM_021059714.1:1..1323"
"XP_020915372","XM_021059713.1:833..1972"
"XP_020915371","XM_021059712.1:184..1722"
"XP_020915369","XM_021059710.1:1..1206"
"XP_020915368","XM_021059709.1:11..4207"
"XP_020915367","XM_021059708.1:2591..4120"
"XP_020915370","XM_021059711.1:96..1535"
"XP_020915366","XM_021059707.1:180..1094"
"XP_020915365","XM_021059706.1:96..1145"
"XP_020915364","XM_021059705.1:1..1653"
"XP_020915363","XM_021059704.1:82..5397"
"XP_020915362","XM_021059703.1:368..1909"
"XP_020915361","XM_021059702.1:368..2095"
"XP_020915360","XM_021059701.1:238..4002"
"XP_020915359","XM_021059700.1:65..1057"
"XP_020915355","XM_021059696.1:452..2584"
"XP_020915356","XM_021059697.1:266..2398"
"XP_020915357","XM_021059698.1:184..2205"
"XP_020915358","XM_021059699.1:131..2065"
"XP_020915354","XM_021059695.1:51..2501"
"XP_020915353","XM_021059694.1:81..812"
"XP_020915352","XM_021059693.1:101..2068"
"XP_020915350","XM_021059691.1:93..1943"
"XP_020915349","XM_021059690.1:58..1365"
"XP_020915348","XM_021059689.1:1154..2053"
"XP_020915351","XM_021059692.1:90..4055"
"XP_020915347","XM_021059688.1:147..503"
"XP_020915346","XM_021059687.1:84..440"
"XP_020915345","XM_021059686.1:21..407"
"XP_020915342","XM_021059683.1:105..512"
"XP_020915344","XM_021059685.1:106..510"
"XP_020915341","XM_021059682.1:150..608"
"XP_020915340","XM_021059681.1:149..607"
"XP_020915339","XM_021059680.1:9..554"
"XP_020915337","XM_021059678.1:3..632"
"XP_020915336","XM_021059677.1:60..1322"
"XP_020915335","XM_021059676.1:42..1643"
"XP_020915334","XM_021059675.1:136..3195"
"XP_020915333","XM_021059674.1:78..1412"
"XP_020915332","XM_021059673.1:84..1016"
"XP_020915331","XM_021059672.1:70..1890"
"XP_020915325","XM_021059666.1:283..5919"
"XP_020915326","XM_021059667.1:283..5790"
"XP_020915328","XM_021059669.1:283..5751"
"XP_020915329","XM_021059670.1:283..4776"
"XP_020915327","XM_021059668.1:283..5754"
"XP_020915323","XM_021059664.1:54..2411"
"XP_020915322","XM_021059663.1:54..2414"
"XP_020915324","XM_021059665.1:155..2128"
"XP_020915320","XM_021059661.1:77..1681"
"XP_020915319","XM_021059660.1:112..9306"
"XP_020915318","XM_021059659.1:112..9309"
"XP_020915317","XM_021059658.1:347..1645"
"XP_020915338","XM_021059679.1:35..3337"
"XP_020915330","XM_021059671.1:35..3337"
"XP_020915321","XM_021059662.1:35..3394"
"XP_020915316","XM_021059657.1:1..534"
"XP_020915315","XM_021059656.1:1..1293"
"XP_020915314","XM_021059655.1:1..774"
"XP_020915313","XM_021059654.1:<1..670"
"XP_020915312","XM_021059653.1:1..1308"
"XP_020915311","XM_021059652.1:1..3735"
"XP_020915309","XM_021059650.1:<1..306"
"XP_020915310","XM_021059651.1:447..>8204"
"XP_020915308","XM_021059649.1:1..2040"
"XP_020915307","XM_021059648.1:3..779"
"XP_020915306","XM_021059647.1:3..782"
"XP_020915305","XM_021059646.1:1..909"
"XP_020915304","XM_021059645.1:1..993"
"XP_020915303","XM_021059644.1:90..704"
"XP_020915302","XM_021059643.1:177..2729"
"XP_020915300","XM_021059641.1:118..>1681"
"XP_020915301","XM_021059642.1:46..489"
"XP_020915296","XM_021059637.1:64..909"
"XP_020915297","XM_021059638.1:64..906"
"XP_020915298","XM_021059639.1:46..888"
"XP_020915299","XM_021059640.1:46..885"
"XP_020915295","XM_021059636.1:1..>568"
"XP_020915294","XM_021059635.1:53..517"
"XP_020915293","XM_021059634.1:1..1002"
"XP_020915292","XM_021059633.1:1..1071"
"XP_020915291","XM_021059632.1:1..1392"
"XP_020915290","XM_021059631.1:1..438"
"XP_020915288","XM_021059629.1:1..813"
"XP_020915287","XM_021059628.1:47..1702"
"XP_020915286","XM_021059627.1:31..471"
"XP_020915289","XM_021059630.1:433..1947"
"XP_020915285","XM_021059626.1:1..1884"
